636016288>_<1548979205,20939,132,583509,132,-125.62141,48.01794,1548990416,-125.62613,48.01413,1548990516
636016288>_<1548979205,20939,133,583509,133,-125.62613,48.01413,1548990516,-125.62974,48.01114,1548990595
636016288>_<1548979205,20939,134,583509,134,-125.62974,48.01114,1548990595,-125.63303,48.00845,1548990666
636016288>_<1548979205,20939,135,583509,135,-125.63303,48.00845,1548990666,-125.63856,48.00397,1548990785
636016288>_<1548979205,20939,136,583509,136,-125.63856,48.00397,1548990785,-125.64366,47.99981,1548990895
636016288>_<1548979205,20939,137,583509,137,-125.64366,47.99981,1548990895,-125.64694,47.99717,1548990965
636016288>_<1548979205,20939,138,583509,138,-125.64694,47.99717,1548990965,-125.65064,47.99408,1548991045
636016288>_<1548979205,20939,139,583509,139,-125.65064,47.99408,1548991045,-125.65377,47.99146,1548991115
636016288>_<1548979205,20939,140,583509,140,-125.65377,47.99146,1548991115,-125.65698,47.98884,1548991185
636016288>_<1548979205,20939,141,583509,141,-125.65698,47.98884,1548991185,-125.66195,47.9847,1548991295
636016288>_<1548979205,20939,142,583509,142,-125.66195,47.9847,1548991295,-125.66511,47.98206,1548991365
636016288>_<1548979205,20939,143,583509,143,-125.66511,47.98206,1548991365,-125.66997,47.97785,1548991475
636016288>_<1548979205,20939,144,583509,144,-125.66997,47.97785,1548991475,-125.67434,47.97406,1548991574
636016288>_<1548979205,20939,145,583509,145,-125.67434,47.97406,1548991574,-125.67748,47.97134,1548991644
636016288>_<1548979205,20939,146,583509,146,-125.67748,47.97134,1548991644,-125.68235,47.96712,1548991755
636016288>_<1548979205,20939,147,583509,147,-125.68235,47.96712,1548991755,-125.68854,47.96179,1548991894
636016288>_<1548979205,20939,148,583509,148,-125.68854,47.96179,1548991894,-125.69293,47.95784,1548991995
636016288>_<1548979205,20939,149,583509,149,-125.69293,47.95784,1548991995,-125.69606,47.95508,1548992066
636016288>_<1548979205,20939,150,583509,150,-125.69606,47.95508,1548992066,-125.69924,47.95241,1548992135
636016288>_<1548979205,20939,151,583509,151,-125.69924,47.95241,1548992135,-125.70846,47.94478,1548992336
636016288>_<1548979205,20939,152,583509,152,-125.70846,47.94478,1548992336,-125.71201,47.94188,1548992414
636016288>_<1548979205,20939,153,583509,153,-125.71201,47.94188,1548992414,-125.71534,47.93918,1548992485
636016288>_<1548979205,20939,154,583509,154,-125.71534,47.93918,1548992485,-125.71863,47.93648,1548992555
636016288>_<1548979205,20939,155,583509,155,-125.71863,47.93648,1548992555,-125.72872,47.92801,1548992776
636016288>_<1548979205,20939,156,583509,156,-125.72872,47.92801,1548992776,-125.73197,47.92531,1548992845
636016288>_<1548979205,20939,157,583509,157,-125.73197,47.92531,1548992845,-125.73518,47.92265,1548992915
636016288>_<1548979205,20939,158,583509,158,-125.73518,47.92265,1548992915,-125.74502,47.91457,1548993125
636016288>_<1548979205,20939,159,583509,159,-125.74502,47.91457,1548993125,-125.75367,47.90771,1548993305
636016288>_<1548979205,20939,160,583509,160,-125.75367,47.90771,1548993305,-125.75842,47.90388,1548993405
636016288>_<1548979205,20939,161,583509,161,-125.75842,47.90388,1548993405,-125.76516,47.8985,1548993545
636016288>_<1548979205,20939,162,583509,162,-125.76516,47.8985,1548993545,-125.76798,47.89626,1548993605
636016288>_<1548979205,20939,163,583509,163,-125.76798,47.89626,1548993605,-125.77135,47.89359,1548993675
636016288>_<1548979205,20939,164,583509,164,-125.77135,47.89359,1548993675,-125.77478,47.8909,1548993745
636016288>_<1548979205,20939,165,583509,165,-125.77478,47.8909,1548993745,-125.77857,47.88787,1548993825
636016288>_<1548979205,20939,166,583509,166,-125.77857,47.88787,1548993825,-125.7819,47.88522,1548993894
636016288>_<1548979205,20939,167,583509,167,-125.7819,47.88522,1548993894,-125.78539,47.88246,1548993966
636016288>_<1548979205,20939,168,583509,168,-125.78539,47.88246,1548993966,-125.78921,47.87942,1548994044
636016288>_<1548979205,20939,169,583509,169,-125.78921,47.87942,1548994044,-125.79266,47.8767,1548994116
636016288>_<1548979205,20939,170,583509,170,-125.79266,47.8767,1548994116,-125.79605,47.87402,1548994185
636016288>_<1548979205,20939,171,583509,171,-125.79605,47.87402,1548994185,-125.7999,47.87097,1548994266
636016288>_<1548979205,20939,172,583509,172,-125.7999,47.87097,1548994266,-125.80465,47.86715,1548994365
636016288>_<1548979205,20939,173,583509,173,-125.80465,47.86715,1548994365,-125.80793,47.86458,1548994434
636016288>_<1548979205,20939,174,583509,174,-125.80793,47.86458,1548994434,-125.81134,47.86188,1548994504
636016288>_<1548979205,20939,175,583509,175,-125.81134,47.86188,1548994504,-125.81523,47.85879,1548994585
636016288>_<1548979205,20939,176,583509,176,-125.81523,47.85879,1548994585,-125.81864,47.85609,1548994656
636016288>_<1548979205,20939,177,583509,177,-125.81864,47.85609,1548994656,-125.82465,47.85109,1548994785
636016288>_<1548979205,20939,178,583509,178,-125.82465,47.85109,1548994785,-125.82795,47.84839,1548994856
636016288>_<1548979205,20939,179,583509,179,-125.82795,47.84839,1548994856,-125.83166,47.84535,1548994935
636016288>_<1548979205,20939,180,583509,180,-125.83166,47.84535,1548994935,-125.8378,47.84028,1548995065
636016288>_<1548979205,20939,181,583509,181,-125.8378,47.84028,1548995065,-125.84103,47.83763,1548995135
636016288>_<1548979205,20939,182,583509,182,-125.84103,47.83763,1548995135,-125.84429,47.83492,1548995205
636016288>_<1548979205,20939,183,583509,183,-125.84429,47.83492,1548995205,-125.84753,47.83219,1548995274
636016288>_<1548979205,20939,184,583509,184,-125.84753,47.83219,1548995274,-125.85597,47.82516,1548995454
636016288>_<1548979205,20939,185,583509,185,-125.85597,47.82516,1548995454,-125.85876,47.8228,1548995515
