953,1
952,1
951,1
950,1
949,1
948,2
947,1
946,1
945,2
944,1
943,1
941,2
940,1
938,2
937,1
936,1
935,2
932,2
928,2
926,1
925,2
923,2
922,2
921,2
919,1
918,3
917,1
916,2
914,3
913,1
911,1
910,3
907,3
904,1
903,4
902,1
901,1
900,1
899,4
897,1
896,2
895,1
892,1
891,1
890,2
889,2
888,3
887,1
885,1
884,2
883,1
881,3
879,2
878,1
877,1
876,3
875,1
874,2
873,2
872,1
871,1
870,1
869,3
868,2
867,1
866,1
864,2
863,2
862,1
861,1
860,1
859,3
858,2
857,1
856,3
855,1
854,2
853,3
852,2
851,1
850,1
849,3
847,2
846,2
845,3
843,2
842,2
841,2
840,1
839,1
838,3
836,1
835,3
833,1
832,3
831,1
830,5
829,3
828,1
827,3
826,2
825,1
824,2
822,1
821,2
820,4
819,2
818,1
817,3
816,5
814,2
812,2
811,1
810,5
809,4
808,2
807,1
806,1
805,3
804,1
803,5
802,2
801,2
800,3
799,4
797,2
796,1
795,1
794,1
793,3
792,2
791,2
790,2
789,3
788,3
787,4
786,1
785,1
784,2
783,1
782,1
781,4
780,3
779,1
778,5
777,3
776,3
775,1
774,1
773,2
772,2
771,4
770,2
769,2
768,4
767,2
766,3
765,1
764,4
763,2
761,2
760,4
759,1
758,5
757,6
756,2
755,1
754,5
753,5
752,1
751,3
750,2
749,2
748,2
747,2
746,4
745,5
744,1
742,2
741,1
740,2
739,2
738,5
737,6
736,4
735,2
734,3
733,3
732,2
731,5
730,2
729,5
728,2
727,2
726,6
725,2
724,2
723,4
722,4
721,7
720,3
719,3
718,2
717,3
716,1
715,3
714,6
713,6
712,5
711,5
710,1
709,2
708,5
707,4
705,4
704,5
703,1
702,3
701,2
700,4
699,1
698,3
697,2
696,1
695,3
694,2
693,4
692,5
691,3
690,2
689,3
688,4
687,5
686,2
685,2
684,4
683,4
682,3
681,1
680,5
679,6
678,2
677,1
676,6
675,2
674,7
673,2
672,5
671,4
670,2
669,3
668,5
667,5
666,4
665,4
664,5
663,2
662,5
661,8
659,1
658,3
657,4
656,2
655,3
654,3
653,3
652,5
651,4
650,2
649,4
648,4
647,5
645,2
644,2
643,7
642,6
641,1
640,1
639,4
638,4
637,5
636,1
635,3
634,5
633,4
632,5
631,7
630,5
629,2
628,5
627,4
626,5
625,4
624,5
623,3
622,5
621,7
620,2
619,5
618,7
617,5
616,5
615,6
614,3
613,5
612,5
611,7
610,6
609,1
608,4
607,4
606,8
605,7
604,5
603,5
602,10
601,3
600,10
599,7
598,4
597,9
596,8
595,7
594,2
593,9
592,4
591,8
590,6
589,7
588,5
587,7
586,8
585,13
584,10
583,6
582,10
581,7
580,7
579,5
578,9
577,11
576,9
575,4
574,12
573,9
572,4
571,8
570,6
569,5
568,6
567,5
566,7
565,11
564,8
563,6
562,9
561,6
560,6
559,6
558,8
557,6
556,8
555,6
554,12
553,8
552,8
551,5
550,9
549,4
548,7
547,4
546,5
545,12
544,5
543,7
542,9
541,8
540,6
539,6
538,5
537,10
536,5
535,6
534,5
533,3
532,10
531,3
530,6
529,4
528,7
527,11
526,4
525,10
524,9
523,9
522,7
521,7
520,6
519,6
518,12
517,13
516,7
515,10
514,4
513,12
512,10
511,10
510,13
509,9
508,2
507,10
506,11
505,10
504,7
503,7
502,12
501,12
500,11
499,10
498,12
497,10
496,12
495,5
494,9
493,11
492,15
491,7
490,9
489,8
488,6
487,12
486,8
485,14
484,7
483,19
482,12
481,10
480,11
479,6
478,8
477,10
476,19
475,11
474,6
473,8
472,11
471,11
470,15
469,9
468,15
467,12
466,12
465,12
464,17
463,14
462,15
461,15
460,9
459,15
458,13
457,16
456,18
455,16
454,10
453,18
452,14
451,14
450,17
449,16
448,16
447,11
446,16
445,14
444,14
443,16
442,13
441,11
440,11
439,13
438,8
437,10
436,23
435,15
434,9
433,19
432,16
431,11
430,17
429,13
428,14
427,15
426,14
425,18
424,17
423,12
422,17
421,17
420,19
419,23
418,14
417,20
416,21
415,21
414,14
413,14
412,19
411,13
410,19
409,25
408,15
407,18
406,17
405,10
404,21
403,15
402,20
401,19
400,17
399,27
398,22
397,12
396,13
395,20
394,18
393,18
392,18
391,16
390,30
389,16
388,28
387,20
386,27
385,16
384,33
383,21
382,19
381,18
380,18
379,21
378,30
377,20
376,21
375,22
374,25
373,19
372,21
371,20
370,22
369,26
368,26
367,30
366,18
365,29
364,27
363,21
362,22
361,25
360,23
359,28
358,30
357,22
356,33
355,22
354,24
353,28
352,17
351,24
350,31
349,27
348,25
347,26
346,22
345,25
344,32
343,32
342,40
341,26
340,30
339,34
338,30
337,29
336,39
335,36
334,26
333,29
332,32
331,32
330,39
329,27
328,30
327,37
326,30
325,33
324,37
323,34
322,32
321,36
320,40
319,37
318,39
317,39
316,36
315,44
314,33
313,30
312,42
311,29
310,37
309,45
308,57
307,40
306,36
305,48
304,40
303,37
302,53
301,47
300,43
299,54
298,50
297,53
296,55
295,55
294,45
293,53
292,47
291,52
290,50
289,37
288,45
287,52
286,52
285,54
284,53
283,60
282,53
281,48
280,45
279,55
278,60
277,69
276,40
275,61
274,73
273,75
272,56
271,50
270,60
269,51
268,56
267,70
266,66
265,71
264,71
263,76
262,66
261,76
260,74
259,61
258,81
257,80
256,65
255,78
254,87
253,74
252,70
251,88
250,64
249,83
248,84
247,72
246,91
245,98
244,105
243,86
242,88
241,86
240,80
239,80
238,99
237,101
236,83
235,97
234,85
233,86
232,84
231,85
230,98
229,115
228,109
227,107
226,108
225,124
224,95
223,106
222,121
221,119
220,112
219,109
218,131
217,128
216,153
215,132
214,119
213,140
212,132
211,158
210,139
209,143
208,139
207,124
206,153
205,158
204,156
203,149
202,160
201,173
200,177
199,154
198,179
197,174
196,185
195,184
194,181
193,204
192,196
191,209
190,207
189,201
188,232
187,215
186,231
185,222
184,237
183,264
182,208
181,207
180,237
179,230
178,260
177,227
176,296
175,287
174,308
173,287
172,321
171,297
170,339
169,294
168,347
167,339
166,310
165,373
164,388
163,409
162,359
161,384
160,389
159,409
158,441
157,449
156,453
155,453
154,428
153,485
152,469
151,502
150,491
149,531
148,515
147,554
146,557
145,607
144,646
143,599
142,670
141,650
140,694
139,710
138,712
137,724
136,768
135,723
134,843
133,850
132,820
131,893
130,903
129,910
128,947
127,1013
126,1067
125,1060
124,1083
123,1221
122,1214
121,1194
120,1293
119,1303
118,1450
117,1423
116,1449
115,1477
114,1549
113,1613
112,1629
111,1772
110,1817
109,1884
108,1948
107,2024
106,2170
105,2341
104,2332
103,2362
102,2550
101,2639
100,2799
99,2865
98,2937
97,2995
96,3180
95,3374
94,3513
93,3733
92,3821
91,3975
90,4200
89,4407
88,4593
87,4915
86,5187
85,5494
84,5413
83,5897
82,6135
81,6416
80,6896
79,7096
78,7392
77,7846
76,8240
75,8527
74,9078
73,9492
72,9969
71,10551
70,11083
69,11559
68,12070
67,12738
66,13395
65,13880
64,14631
63,15135
62,15864
61,16616
60,17297
59,17868
58,18545
57,19519
56,20383
55,20998
54,21708
53,22227
52,23138
51,23787
50,24499
49,25364
48,25865
47,26556
46,27112
45,27954
44,28576
43,29348
42,29589
41,30329
40,30886
39,31429
38,31885
37,32426
36,32364
35,33051
34,32779
33,32822
32,32635
31,32498
30,31426
29,31322
28,31004
27,30574
26,29912
25,29545
24,28042
23,27374
22,25745
21,24417
20,22778
19,21291
18,19098
17,17207
16,15005
15,13381
14,11374
13,9831
12,7747
11,6521
10,5093
9,4353
8,3562
7,3293
6,2929
5,3398
4,3577
3,4622
2,7394
1,30609
0,5901
